"filename", "language", "C#", "comment", "blank", "total"
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\src\Math\Basic operators\Add.cs", "C#", 91, 17, 20, 128
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\src\Math\Basic operators\Divide.cs", "C#", 76, 16, 16, 108
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\src\Math\Basic operators\Multiply.cs", "C#", 100, 16, 21, 137
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\src\Math\Basic operators\Power.cs", "C#", 68, 14, 19, 101
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\src\Math\Calculation\CASMath.Functions.cs", "C#", 13, 0, 2, 15
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\src\Math\Calculation\CASMath.Operators.cs", "C#", 28, 0, 6, 34
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\src\Math\Calculation\CASMath.Trigonometric.cs", "C#", 33, 0, 6, 39
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\src\Math\Calculation\CASMath.cs", "C#", 24, 31, 10, 65
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\src\Math\Formal operators\Iterative\Product.cs", "C#", 40, 3, 7, 50
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\src\Math\Formal operators\Iterative\Recurse.cs", "C#", 43, 4, 8, 55
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\src\Math\Formal operators\Iterative\Sum.cs", "C#", 40, 3, 8, 51
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\src\Math\Formal operators\Other\Ln.cs", "C#", 17, 4, 8, 29
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\src\Math\Formal operators\Trigonometric\Acos.cs", "C#", 22, 2, 5, 29
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\src\Math\Formal operators\Trigonometric\Asin.cs", "C#", 20, 2, 5, 27
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\src\Math\Formal operators\Trigonometric\Atan.cs", "C#", 16, 2, 5, 23
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\src\Math\Formal operators\Trigonometric\Cos.cs", "C#", 16, 2, 5, 23
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\src\Math\Formal operators\Trigonometric\Sin.cs", "C#", 16, 2, 5, 23
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\src\Math\Formal operators\Trigonometric\Tan.cs", "C#", 16, 2, 5, 23
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\src\Math\Other\Constant.cs", "C#", 84, 11, 18, 113
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\src\Math\Other\Function.cs", "C#", 39, 6, 8, 53
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\src\Math\Other\FunctionDefinition.cs", "C#", 16, 3, 2, 21
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\src\Math\Other\Variable.cs", "C#", 24, 5, 8, 37
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\src\Math\Structure\FormalFunction.cs", "C#", 18, 6, 2, 26
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\src\Math\Structure\FunctionWrapper.cs", "C#", 19, 3, 3, 25
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\src\Math\Structure\MathCommand.cs", "C#", 10, 3, 1, 14
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\src\Math\Structure\MathFunction.cs", "C#", 15, 3, 1, 19
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\src\Math\Structure\MathObject.cs", "C#", 81, 44, 22, 147
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\src\Math\Structure\MathWrapper.cs", "C#", 60, 3, 3, 66
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\src\Math\Structure\Operator.cs", "C#", 57, 19, 9, 85
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\src\Other\StringTree.cs", "C#", 52, 3, 5, 60
"Total", "-", 2328, 362, 415, 3105
